¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Â(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.978402
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73116
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5331
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38194
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57046
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88131
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36586
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1199
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.071
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68257
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.952648
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.124733
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.31234
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.494914
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.691365
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906946
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18328
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430499
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699348
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090044
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413572
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.769255
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.259295
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.730847
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.32769
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.906637
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63465
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42149
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24052
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38025
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69385
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14167
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86518
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8513
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0758
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.941814
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.111685
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.298933
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.480514
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.675858
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886554
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16366
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409209
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.67617
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042845
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.381586
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734039
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.211627
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.677472
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.265271
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.83611
Ë(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54004
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31224
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10244
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19523
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50123
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92394
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61813
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53662
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55507
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.931087
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.098684
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.285659
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.466259
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.660511
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.869987
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.141011
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.388166
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653269
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.994965
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350023
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.699303
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.164625
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.624878
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.188522
(433.35, 13.20, 333.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.766799
