¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.253194
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.783798
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38588
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0683
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82217
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70737
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7651
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98171
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.71807
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33233
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.53478
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.89709
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047016
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26072
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491086
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740615
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.012465
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308302
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.63064
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.981328
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.367109
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.788183
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.253169
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.783622
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38566
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06805
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82216
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7096
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76767
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98236
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.73603
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33641
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.53369
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.94046
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047094
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.260805
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491177
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740868
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01274
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308602
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631004
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.981728
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.367551
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.788159
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.253143
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.783399
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38538
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06774
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82217
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71175
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77011
ë(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9829
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75384
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.34094
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.53244
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.9835
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047162
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.260878
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491257
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741099
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.012992
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308876
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631352
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.982111
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.367972
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.788136
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.253115
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.783129
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38506
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06737
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82218
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71382
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77245
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98332
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77151
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.34591
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.53104
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.01039
(337.49, 7.51, 338.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047217
