¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016996
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484021
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.997017
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60988
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31359
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96641
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5801
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04873
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835176
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023211
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224721
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441162
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674292
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92592
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198416
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499193
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838456
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211151
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608058
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031399
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499552
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01007
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63382
(399.93, 14.77, 309.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34083
