¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638359
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910568
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.165383
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.443425
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745118
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.073559
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.4324
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.826004
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.259604
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.739534
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27531
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10829
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04584
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20775
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42553
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5594
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45662
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27084
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37322
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43022
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49036
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55366
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6202
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68999
(358.11, 7.16, 351.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76316
