¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88722
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45748
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10107
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86083
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73423
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66995
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32652
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46246
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60886
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663241
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909554
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175872
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464712
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778976
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12215
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498332
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912421
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370427
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87959
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44892
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08963
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84482
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71572
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48322
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17672
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61292
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78144
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659832
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905886
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171886
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460374
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774261
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117006
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492645
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906169
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363491
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871844
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44022
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07983
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8286
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66597
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41328
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8654
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64363
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95787
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656372
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90214
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167838
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455993
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769467
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111757
·(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486887
(437.91, 13.85, 293.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899829
