¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58451
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7181
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45591
(328.69, 7.70, 368.66) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.78607
(328.69, 7.70, 368.66) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.75916
(328.69, 7.70, 368.66) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.73496
(328.69, 7.70, 368.66) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.71348
(328.69, 7.70, 368.66) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.69468
(328.69, 7.70, 368.66) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.67856
(328.69, 7.70, 368.66) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.6651
(328.69, 7.70, 368.66) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.65429
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.403795
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573631
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755382
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.950278
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159827
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385632
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629677
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894187
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181778
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495491
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830683
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19857
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604033
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053123
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553186
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11332
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71889
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38714
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14622
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84763
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71649
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87334
(328.69, 7.70, 368.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57527
(328.69, 7.70, 368.66) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.98152
(328.69, 7.70, 368.66) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.95416
(328.69, 7.70, 368.66) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.92955
