¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25666
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19239
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40022
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31777
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38081
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60339
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01852
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65412
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64101
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10542
(338.08, 7.01, 312.93) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.90133
(338.08, 7.01, 312.93) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.8925
(338.08, 7.01, 312.93) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.87528
(338.08, 7.01, 312.93) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.69442
(338.08, 7.01, 312.93) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.68115
(338.08, 7.01, 312.93) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.67054
(338.08, 7.01, 312.93) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.66257
(338.08, 7.01, 312.93) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.65724
(338.08, 7.01, 312.93) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.65456
(338.08, 7.01, 312.93) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.65451
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112747
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307276
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491577
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687995
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897761
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130485
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522161
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892948
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281862
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776106
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411215
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20115
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12612
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40716
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32577
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40436
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63118
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05668
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70009
(338.08, 7.01, 312.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69737
(338.08, 7.01, 312.93) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.94941
(338.08, 7.01, 312.93) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.92514
