¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83569
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.781657
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97162
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175509
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392228
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623534
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873219
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143587
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438172
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775285
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145663
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553532
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97995
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439353
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.949856
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.401
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84764
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.785993
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976278
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180453
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399049
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630867
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881156
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152224
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447811
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785867
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157312
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563364
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990449
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450995
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962811
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41266
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86033
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790391
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980983
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185522
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405535
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638293
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889204
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160908
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45754
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796529
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169056
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573349
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00115
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462868
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976034
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4249
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87367
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794811
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.985723
¹(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190607
(400.80, 14.86, 309.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411027
