¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27556
(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89678
(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59973
(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40163
(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32475
(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43726
(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79121
(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24163
(439.15, 14.95, 252.44) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.8436
(439.15, 14.95, 252.44) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.81326
(439.15, 14.95, 252.44) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.78568
(439.15, 14.95, 252.44) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.76083
(439.15, 14.95, 252.44) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.7387
(439.15, 14.95, 252.44) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.71926
(439.15, 14.95, 252.44) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.70251
(439.15, 14.95, 252.44) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.68842
(439.15, 14.95, 252.44) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.67699
(439.15, 14.95, 252.44) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.66821
(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525765
(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711124
(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.910272
(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124765
(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356398
(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.607265
(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879814
(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683037
(439.15, 14.95, 252.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025358
