°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
† (430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.554632
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.551317
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.548537
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.546289
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.544575
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.54339
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.542734
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.542608
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.54301
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.543941
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.545403
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.547395
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.549919
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.552978
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.556573
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.560708
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.565385
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.570608
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.576381
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.582709
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.589595
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.768583
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.777244
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.618433
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.610706
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.603548
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.596954
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.590919
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.585438
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.580509
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.576126
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.572285
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.568985
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.566224
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.563998
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.562306
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.561147
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.56052
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.560425
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.560861
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.561829
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.563329
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.565363
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.567933
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.571039
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.574685
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.578873
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.583606
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.588889
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.594724
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.601117
õ (430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.608072
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.785086
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.796873
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.636746
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.629014
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.621854
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.615261
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.60923
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.603756
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.598835
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.594462
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.590636
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.587353
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.58461
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.582407
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.580739
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.579607
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.57901
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.578948
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.57942
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.580426
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.581968
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.584046
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.586662
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.589818
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.593517
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.597761
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.602553
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.607897
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.613797
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.620259
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.627285
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.802052
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.817231
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.655767
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.648031
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.64087
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.634278
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.628251
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.622783
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.617871
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.613511
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.6097
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.606435
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.603712
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.601532
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.59989
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.598787
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.598222
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.598193
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.598702
û (430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.599749
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.601334
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.603458
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.606123
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.609332
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.613086
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.617388
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.622242
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.62765
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.633619
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.640151
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.647253
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.819488
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.838336
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.675514
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.667773
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.660611
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.654021
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.647999
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.642538
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.637636
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.63329
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.629494
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.626247
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.623546
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.62139
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.619776
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.618703
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.618171
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.618179
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.618727
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.619816
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.621446
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.623618
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.626335
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.629598
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.63341
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.637773
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.642691
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.648168
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.654207
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.660814
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.667993
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.837402
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.860205
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.696003
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.68826
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.681097
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.674509
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.668491
