¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ù(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19991
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49114
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9558
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78366
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74243
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90084
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69116
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80945
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23253
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72383
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.438428
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.588326
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747602
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291216
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491265
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705513
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93547
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182839
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456311
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763009
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097404
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477148
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895592
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359026
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892694
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49705
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18176
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96498
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92389
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03356
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29315
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74456
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50759
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39736
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85077
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23656
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98894
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92244
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35314
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80346
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.421793
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.570686
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082014
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267778
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466241
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678703
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906676
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151899
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416287
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718036
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048244
ÿ(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421036
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833729
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290386
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.807102
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40046
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07208
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83824
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76789
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86767
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10062
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54333
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24022
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17663
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80395
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18803
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58932
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30028
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04345
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48225
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94118
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.405406
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88746
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060356
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244695
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441569
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652305
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878329
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121407
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3834
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673849
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000028
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36588
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772901
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222964
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72329
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30596
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9648
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71546
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61585
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68825
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9134
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34598
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98126
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00274
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70638
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14279
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5424
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96019
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62634
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17286
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62018
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.481698
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.867383
(412.77, 7.63, 364.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039016
