¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17282
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25519
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617996
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926497
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288193
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699427
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107962
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418251
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751909
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10814
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48536
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26529
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19267
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01227
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6946
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85666
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12437
(337.51, 6.93, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60534
