¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.004625
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093439
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185902
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282179
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39154
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509868
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633713
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763345
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89924
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041754
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191401
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348664
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502245
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626922
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756961
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892705
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034555
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250879
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525163
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819697
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136682
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512922
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926602
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61744
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86233
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05769
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.40018
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.40178
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.40612
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803118
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.92818
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021531
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.110982
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.204019
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300899
(415.99, 14.67, 313.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413825
