¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746706
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091069
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468754
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884838
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345371
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851995
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33652
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87294
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46983
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13799
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8939
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77809
(431.18, 13.99, 335.03) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 12.21658
(431.18, 13.99, 335.03) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 12.19808
(431.18, 13.99, 335.03) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 12.18146
(431.18, 13.99, 335.03) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 12.1667
(431.18, 13.99, 335.03) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 12.15378
(431.18, 13.99, 335.03) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 12.1427
(431.18, 13.99, 335.03) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 12.15185
(431.18, 13.99, 335.03) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 12.19299
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902313
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079804
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269235
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471867
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689047
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920027
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157437
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425967
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740655
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084431
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461445
(431.18, 13.99, 335.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876779
