¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Â(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.154848
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.402711
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732549
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227544
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.786857
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.194781
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.548456
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.931969
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44093
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00908
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.67476
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.58473
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.26894
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.43764
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.89438
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8785
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70113
(352.07, 7.14, 354.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.088172
