¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95343
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77444
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77303
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14465
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20991
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17412
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52969
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14283
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442301
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66954
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914484
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183104
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484515
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813538
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17408
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563269
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977128
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434504
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953937
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56143
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24099
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94319
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7622
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75749
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09596
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17139
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26056
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58527
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21226
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437898
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664783
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909347
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177377
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478287
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806737
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166634
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555357
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96839
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4248
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942593
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54861
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22724
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.933
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74981
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74309
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04705
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13354
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34864
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69583
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28373
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433473
ƒ(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660057
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904237
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171633
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472002
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799825
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159047
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547408
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959635
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415106
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931142
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53573
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21351
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92283
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73738
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72864
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99786
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0963
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43845
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80786
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35722
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429043
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655301
(336.89, 7.56, 345.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899111
