¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
€(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27849
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656017
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0671
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50611
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98169
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5042
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08078
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68103
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78287
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57634
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44659
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.46955
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.67597
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.10371
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.02653
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.30138
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505333
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712914
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935242
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173935
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430742
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707846
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007682
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306305
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603834
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924875
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272195
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649176
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05971
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49662
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97131
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49277
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06815
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53853
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77036
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56221
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42307
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.45135
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64549
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.03525
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.9394
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.17437
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.96637
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497807
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704861
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926632
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164656
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420763
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697083
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998494
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299318
ú(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598757
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919397
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266304
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64278
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05269
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48762
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96145
(430.86, 13.57, 337.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48193
