¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92144
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19277
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47865
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84633
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08272
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49258
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501705
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721686
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958096
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212546
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456071
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717798
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999775
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.304459
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634582
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993448
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258178
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51045
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776939
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06028
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36219
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68441
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98113
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19591
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42991
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67568
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93405
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20598
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4925
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86368
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1406
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68097
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505744
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725983
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962761
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217894
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46186
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724016
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006507
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311735
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63431
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983193
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279183
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531301
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799003
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08376
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38713
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71097
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00336
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21049
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44279
¹(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68913
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94814
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2207
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50795
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88186
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20015
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87335
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509788
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73035
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967471
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222977
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467813
(409.32, 14.84, 311.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725728
