¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550375
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6938
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843483
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999773
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200237
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472249
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762329
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07231
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89159
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1511
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583108
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742482
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893044
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051622
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218757
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395148
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545756
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647625
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753485
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86351
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977897
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09691
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220751
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349712
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484083
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624142
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770249
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922712
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.120111
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386167
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669733
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972456
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29638
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19135
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51293
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606397
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758098
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909472
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068871
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236895
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414251
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601669
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706103
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81378
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925732
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042179
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163281
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289371
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420692
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55752
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700215
½(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849079
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043023
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303429
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580769
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876682
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19301
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27332
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53908
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629518
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774187
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926337
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086585
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255551
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433901
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622385
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766229
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875827
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989769
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108278
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231645
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360024
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493773
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633193
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778614
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968826
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223877
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495273
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784689
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09382
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42474
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59718
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89994
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645212
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790613
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943627
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104773
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274645
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454043
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643647
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828094
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939654
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055654
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176357
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301967
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432793
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569107
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711203
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897348
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147271
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413067
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696228
¶(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998507
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32183
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66844
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93254
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661285
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807524
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96137
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123397
(419.83, 13.84, 324.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294271
