¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.204714
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.222043
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.240306
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.259468
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.279518
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.300578
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.322573
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.345562
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.369548
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.394589
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.420654
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.447766
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.476034
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.505336
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.53584
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567503
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.600405
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.634528
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.6699
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706572
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.744615
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.784041
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824883
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.867157
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910949
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956301
(345.96, 7.12, 361.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006347
