¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
û(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23612
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36557
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51411
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7376
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99674
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88433
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15277
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34146
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50821
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72815
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95578
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.068796
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106816
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146213
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187123
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229456
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273342
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.318796
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365891
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414624
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465068
(346.43, 7.20, 360.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517348
