¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
…(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38619
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53845
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409272
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635626
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848858
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.044751
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253344
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475795
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713539
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968091
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258577
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606259
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101459
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963605
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00115
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89595
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96412
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17523
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58008
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22493
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66488
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55037
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84392
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406768
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632884
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83882
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034115
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242018
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463705
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700607
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95427
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226473
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54661
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056401
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95875
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97936
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87036
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9875
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25636
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66658
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29669
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77189
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69905
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90841
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404241
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630194
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829046
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023713
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230938
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451937
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688015
‡(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940778
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211974
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503695
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051454
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.952779
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9572
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84441
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01016
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33787
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75959
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36925
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86865
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84984
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00037
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401716
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627474
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819496
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013583
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220167
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440416
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675722
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927636
(334.68, 7.47, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197906
