¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21305
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39117
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57565
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595456
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.845493
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.116337
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410445
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234954
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606581
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014736
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47076
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984821
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56454
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23601
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00057
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87883
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89798
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09926
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66084
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7802
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90379
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03174
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16421
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30136
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44332
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59026
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7424
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89985
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0629
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23172
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40651
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58756
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00037
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59943
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849794
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.121005
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.415557
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242729
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615114
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024155
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484808
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00045
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57879
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25215
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01903
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90017
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92291
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15134
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82416
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94635
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07289
•(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20389
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33949
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47991
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62521
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77563
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93136
(410.72, 12.82, 327.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09258
