¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¥(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419043
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886522
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410444
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20304
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10155
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2646
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23042
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25942
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39861
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7383
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33633
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27504
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67597
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.9144
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.91416
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.91659
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.98464
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.99237
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.00279
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.01591
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.03175
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385346
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593636
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82901
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082935
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357606
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655618
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999487
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427497
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89597
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438866
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23788
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1533
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32798
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25237
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27746
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41968
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76325
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36633
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31178
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.14533
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.34752
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.34688
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.34883
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.4143
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.42138
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.43106
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.44336
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.45828
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380283
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592319
£(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827605
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081403
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355939
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653802
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00579
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435768
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90521
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467875
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2721
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20441
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35746
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27412
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29533
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44055
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78799
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39609
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34824
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.59284
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.72635
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.06045
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.81786
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.81687
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.81839
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.88148
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.88797
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.89698
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.90853
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.92262
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37535
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591012
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826188
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079896
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354284
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652016
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011892
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443851
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914238
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496298
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30567
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25488
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37382
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2956
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31305
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46132
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81259
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42564
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38447
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.07545
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.77148
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.46287
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.44265
­(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.32193
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.32063
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.32177
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.38266
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.38862
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.39703
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.4079
(339.73, 6.96, 312.30) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 16.42124
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371204
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589718
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824795
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078387
(339.73, 6.96, 312.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35268
