¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
†(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645658
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653237
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661812
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671401
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682028
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693688
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706369
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72013
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734934
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750824
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767788
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78589
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805072
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825385
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846877
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869511
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893342
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918341
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944616
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972077
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000823
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030864
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062237
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094809
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128659
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544181
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628956
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631566
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635175
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639746
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64532
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651896
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65949
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668128
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677754
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688422
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700126
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712827
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726631
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741499
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757439
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774465
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792571
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811844
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832183
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853725
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876414
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900297
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925368
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951659
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979218
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008044
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038145
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069561
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102346
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136496
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544824
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635932
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638561
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642185
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646813
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652446
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659063
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666698
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67537
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685019
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695751
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7075
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720265
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734094
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74899
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764998
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782073
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800255
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819556
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839995
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861587
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884331
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908274
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933403
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959776
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987399
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016286
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04645
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077996
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110826
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145047
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545815
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643795
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646458
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65014
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654809
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66046
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667139
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674813
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683534
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693225
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704004
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7158
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728615
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742535
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757478
†(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773539
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790667
(371.05, 6.87, 356.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808921
