¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68302
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5875
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42052
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28481
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36492
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17071
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64674
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20239
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8211
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50901
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20212
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97882
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87736
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81701
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89297
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73342
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64334
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50436
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27872
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22873
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14168
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62518
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17842
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79431
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48396
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.182
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95621
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89724
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82896
(434.35, 14.84, 317.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9046
