¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00939
(380.07, 14.20, 307.00) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 14.81188
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.02166
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.98251
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.94592
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.91186
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.88032
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.85126
(380.07, 14.20, 307.00) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 14.96742
(380.07, 14.20, 307.00) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 14.84447
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.77879
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.78194
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.376997
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223584
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605634
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026369
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506108
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05981
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64594
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31887
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12809
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0826
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14351
(380.07, 14.20, 307.00) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 14.89678
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.14211
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.10266
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.06579
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.03148
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.9997
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.97042
(380.07, 14.20, 307.00) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 15.01854
(380.07, 14.20, 307.00) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 14.93849
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 15.8974
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.13462
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408533
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260428
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646219
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071199
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565377
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12326
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71736
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39698
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23663
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20091
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30175
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80215
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.26683
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.22707
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.18992
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.15534
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.12331
Ø(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.0938
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.0668
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.04227
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.02021
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.50066
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440081
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297347
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68683
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116015
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624811
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18712
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78914
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47544
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34619
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32039
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47054
(380.07, 14.20, 307.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00903
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.39596
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.35588
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.31843
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.28358
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.25129
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.22155
(380.07, 14.20, 307.00) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 16.19433
