¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26136
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81193
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.183
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51723
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88116
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28764
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7209
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18364
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7544
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51073
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74483
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208077
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402586
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610716
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833866
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073727
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332163
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611385
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913936
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242847
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601563
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994365
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426199
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874268
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34524
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84496
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26855
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7284
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22932
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77693
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23597
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60119
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9892
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40226
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84277
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31721
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97096
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71686
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199611
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393564
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601035
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823496
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062584
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320153
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598372
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899841
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227475
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584782
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975947
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405952
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87149
…(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34223
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82074
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24237
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70003
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19839
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77933
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33542
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70633
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10062
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52053
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9685
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52366
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19564
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9311
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191243
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384643
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591479
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813255
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051557
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308258
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585517
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885883
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212299
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.568228
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957807
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38595
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858656
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33958
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79735
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21711
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67256
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21075
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80847
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3792
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81466
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21551
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64249
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10442
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73764
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42884
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1862
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182985
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375813
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582046
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803123
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040659
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296522
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572847
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872133
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197338
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551886
†(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939896
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366257
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836872
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33731
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77475
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1959
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69297
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23817
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82777
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39274
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92636
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33391
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76827
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30856
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95953
(425.56, 9.67, 362.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67095
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960394
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237855
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536723
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925272
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365486
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85296
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39555
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00316
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15468
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67645
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36903
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12891
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22075
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967819
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245836
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569724
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973623
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418974
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912366
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46197
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01711
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28876
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70178
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46766
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21408
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27102
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975213
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253793
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613847
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022215
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472708
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972157
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52884
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0148
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4176
„(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9294
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3566
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24574
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35556
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982661
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282408
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658161
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071038
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526754
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03228
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5717
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01259
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54077
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09973
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71127
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28463
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45107
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990088
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322942
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702614
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.120054
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581042
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0927
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5698
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01048
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65783
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27457
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90227
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3722
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52516
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013241
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363538
(425.59, 9.67, 362.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747238
