¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999987
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143907
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295862
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456484
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605002
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699187
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797125
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898982
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017809
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163367
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316158
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476776
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645752
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82377
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011481
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209664
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419237
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641035
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87625
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126014
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.903687
(412.77, 15.23, 309.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.992562
