¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609297
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930706
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281809
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680182
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122336
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613434
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16202
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77876
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47696
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2739
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19183
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25073
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42826
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87977
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69736
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9572
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65444
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.128401
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336271
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556514
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789915
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041684
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313939
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609304
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930753
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281834
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68054
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122731
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6139
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16253
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77933
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47762
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27461
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19266
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25079
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4283
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88117
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69907
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95935
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65454
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735357
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336473
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556556
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789973
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041745
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314009
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609368
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930812
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281895
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680966
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123168
ş(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614388
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16308
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77995
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47832
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27542
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19362
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25107
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42859
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88271
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70104
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96177
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65528
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735556
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.930117
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556667
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790082
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041861
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314121
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609513
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930976
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282085
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681396
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123674
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614938
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16369
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78065
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47911
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27633
(341.78, 7.22, 366.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19466
