¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.871756
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.122504
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396606
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697479
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029125
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379177
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763075
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190426
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668906
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208233
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792225
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32251
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89661
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68033
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78952
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39919
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14222
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39299
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.970884
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.076118
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.187705
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.306267
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.432392
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.571404
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.720995
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.881432
(347.57, 7.99, 311.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.051744
