¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.066089
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442085
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763813
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10976
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48276
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87047
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25486
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66928
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11717
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73954
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98217
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69353
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1403
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79317
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25995
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89561
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83902
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094833
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373774
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683592
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034666
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410962
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730409
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07385
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44404
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84305
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22537
(425.06, 9.53, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63745
