¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¥(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82342
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59432
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44693
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50998
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71053
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33812
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47838
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.848741
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.190071
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.975671
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35716
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77563
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22104
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6614
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14435
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67389
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24963
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80749
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41668
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09386
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80708
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57634
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42764
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49914
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66581
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26943
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38773
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.853496
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.195223
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976748
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36202
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7824
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22074
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66105
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13964
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66878
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23583
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79248
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40586
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0845
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79139
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55903
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41856
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46192
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62168
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20155
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28795
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.858132
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.200247
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.548379
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36819
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7891
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22054
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66082
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13898
(396.13, 12.59, 328.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66381
