¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
û(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095871
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473549
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878486
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325529
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852453
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44499
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10016
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83921
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68574
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65777
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81011
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16754
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83225
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61509
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04996
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49911
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94911
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22713
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51644
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81757
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13115
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60689
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25242
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99016
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.783618
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982448
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196393
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427203
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.676907
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432126
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750215
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096058
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471649
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876373
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323183
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848555
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44061
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10055
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83967
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68626
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65005
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81082
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16838
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85252
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59434
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03277
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48099
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95392
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23214
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52158
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82282
Ü(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17946
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52936
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04946
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73181
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.783343
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982153
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196076
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42686
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.676537
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947474
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75039
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096311
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469809
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87434
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320941
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844605
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43618
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10096
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84016
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68681
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64238
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81158
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16933
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8744
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56679
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01774
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46519
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93836
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23977
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52943
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83098
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28933
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61413
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92765
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51805
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78308
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98187
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195769
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426529
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.676178
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947086
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.241469
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096513
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467978
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87236
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318729
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840672
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43173
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10009
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84066
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68739
Ş(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63466
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81236
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17026
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89789
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63581
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00493
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45176
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92422
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25011
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54009
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90388
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39886
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70272
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01889
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34818
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.782825
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981595
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195473
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42621
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675831
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946708
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.240539
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.561535
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466246
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870424
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316614
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836726
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42729
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09506
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84119
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68803
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62693
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81224
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17134
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92298
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7262
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06131
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44059
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91243
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2631
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5535
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0164
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48857
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79511
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11415
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44643
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.782578
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981331
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195189
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425902
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675497
á(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946346
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.239627
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.560538
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464563
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868557
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314518
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.832743
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4228
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08998
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84179
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68615
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61917
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80304
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1724
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94969
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79078
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12531
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47552
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90312
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27881
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64931
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13302
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58208
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89145
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21349
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54891
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.782342
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981076
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194914
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425606
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675177
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.945999
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238735
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559562
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.911381
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866743
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312557
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8288
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41836
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08491
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84241
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68245
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61352
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79384
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17355
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97805
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85498
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1921
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54498
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91469
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30074
Ç(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76433
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25383
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67946
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99182
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31701
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84604
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.782114
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980832
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194653
(335.82, 7.56, 352.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425323
