¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
…(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550721
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794002
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057183
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327941
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610194
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91627
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249309
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598856
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941371
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313753
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719999
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37102
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22172
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5715
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91817
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27481
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70221
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39439
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11195
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87486
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02089
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83742
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50893
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96564
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89956
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58438
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11016
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61001
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117971
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327825
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553605
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797149
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060549
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330011
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612418
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91872
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251942
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588243
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929263
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300573
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70561
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35956
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21369
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5516
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88956
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24442
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66676
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36985
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08447
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84424
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98661
‡(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79943
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56266
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01435
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03873
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71299
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19274
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6961
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.120501
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33052
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556512
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800283
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063936
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332163
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614778
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921245
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255186
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588272
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917485
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287763
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691645
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34779
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20538
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53051
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86216
(382.63, 7.22, 355.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21532
