¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671568
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01687
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38933
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.37274
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.35137
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.33177
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.31392
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.29781
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.28343
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.27076
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.25981
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.25055
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.24298
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.23711
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.23291
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.23039
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.22955
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.23038
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.16182
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306355
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511777
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669123
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839972
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037483
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24789
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472433
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712514
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042049
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553093
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362833
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684644
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03091
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40449
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.53695
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.51531
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.49547
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.4774
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.4611
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.44655
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.43374
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.42266
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.41331
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.40567
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.39975
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.39553
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.39301
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.3922
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.39308
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.32354
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303049
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51028
°(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674395
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840859
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026638
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236332
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460079
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699278
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003136
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518336
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375522
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698286
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0456
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42035
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32162
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.68585
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.66575
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.64746
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.63096
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.61623
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.60328
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.59208
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.58263
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.57492
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.56894
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.5647
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.56219
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.5614
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.56234
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.49181
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300715
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508539
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679982
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846724
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023101
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225075
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448072
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686468
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964468
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482468
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3888
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712502
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06091
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43682
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2175
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.8633
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.84294
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.82442
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.80771
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.79281
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.7797
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.76837
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.75882
³(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.75104
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.74502
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.74076
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.73825
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.73749
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.73849
(340.70, 6.97, 312.06) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.66692
(340.70, 6.97, 312.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299093
