¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91274
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66182
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53013
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58164
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85399
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.49232
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.70671
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.86034
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225925
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452163
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696633
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961439
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.248239
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.562046
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.90549
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.281935
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.698706
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.160029
(403.49, 14.22, 246.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.676064
