¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67471
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84432
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15105
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1933
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64187
(378.74, 14.91, 302.51) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.7425
(378.74, 14.91, 302.51) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 21.73469
(378.74, 14.91, 302.51) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.21448
(378.74, 14.91, 302.51) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.06207
(378.74, 14.91, 302.51) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.46529
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42052
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936385
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49735
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1416
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87199
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74366
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92683
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25889
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30972
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73574
(378.74, 14.91, 302.51) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.41836
(378.74, 14.91, 302.51) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 21.11231
(378.74, 14.91, 302.51) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 21.09304
(378.74, 14.91, 302.51) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.17773
(378.74, 14.91, 302.51) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.57479
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444666
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963726
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53186
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18066
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91653
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81144
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0082
(378.74, 14.91, 302.51) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.34832
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42408
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82986
(378.74, 14.91, 302.51) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.85208
(378.74, 14.91, 302.51) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 21.05124
(378.74, 14.91, 302.51) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 20.89727
(378.74, 14.91, 302.51) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.29791
(378.74, 14.91, 302.51) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.28753
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46825
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.990474
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56574
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21901
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9603
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8781
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08814
(378.74, 14.91, 302.51) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.11018
(378.74, 14.91, 302.51) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.50388
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92048
(378.74, 14.91, 302.51) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 21.30786
ê(378.74, 14.91, 302.51) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 21.29165
(378.74, 14.91, 302.51) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 21.11317
(378.74, 14.91, 302.51) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.14605
(378.74, 14.91, 302.51) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 14.99974
(378.74, 14.91, 302.51) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.09959
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49124
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01674
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59897
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25661
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00322
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94349
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16677
(378.74, 14.91, 302.51) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.15675
(378.74, 14.91, 302.51) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.29151
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00686
(378.74, 14.91, 302.51) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 21.7873
(378.74, 14.91, 302.51) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 21.73749
(378.74, 14.91, 302.51) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 21.33675
(378.74, 14.91, 302.51) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.25905
(378.74, 14.91, 302.51) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.51551
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513618
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04435
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63156
(378.74, 14.91, 302.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29356
