¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7593
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9123
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.82481
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.79689
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.77273
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.7523
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.73559
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.7226
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.71331
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.70771
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.7058
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.70758
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.975467
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.228429
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507873
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.801259
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.119764
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952116
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343056
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771214
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24212
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7624
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34015
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98533
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71037
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53093
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46704
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54484
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78581
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19957
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92362
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76254
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88907
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.90434
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.87632
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.85207
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.83157
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.81482
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.80177
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.79245
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.78682
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.7849
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.78668
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.98665
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.240492
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.519857
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814249
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133893
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964516
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356602
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786093
¢(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2585
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78056
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36037
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00801
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73591
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55995
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50035
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58332
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83147
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23761
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96922
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68834
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86644
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.98811
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.96
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.93567
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.9151
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.89827
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.88518
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.87581
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.87017
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.86823
(319.87, 6.99, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.87001
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.99783
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.252552
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.531843
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.827245
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616575
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97692
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37019
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801003
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27495
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79876
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38063
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03068
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76154
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58908
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53371
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62197
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87751
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2771
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00002
(319.87, 6.99, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61539
