¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030338
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4208
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848088
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31754
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77126
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2242
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71874
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26079
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92942
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.728
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68229
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19557
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3782
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.08721
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.19783
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36603
(404.05, 14.90, 306.83) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 19.21762
(404.05, 14.90, 306.83) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 19.21696
(404.05, 14.90, 306.83) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 19.2007
(404.05, 14.90, 306.83) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 19.20821
(404.05, 14.90, 306.83) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 19.09817
(404.05, 14.90, 306.83) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 19.11135
(404.05, 14.90, 306.83) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 19.12741
(404.05, 14.90, 306.83) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 19.14635
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814317
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06305
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33428
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631961
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956058
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310223
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659517
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016483
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405674
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831483
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30425
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7542
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21658
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71042
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25165
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92626
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73458
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70129
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15778
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40349
(404.05, 14.90, 306.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.11812
