¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25972
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727001
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20434
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68995
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23277
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83553
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49915
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18506
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85559
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60029
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32214
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09758
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78072
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05862
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813604
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234499
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699087
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18734
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66115
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18294
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77898
(378.57, 15.27, 299.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44522
