¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
²(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819287
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229851
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682003
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19767
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77984
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42063
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12485
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90242
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78879
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08575
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51439
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24495
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43671
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24226
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984376
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225342
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484653
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764473
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074898
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415136
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786705
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194059
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642507
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15341
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73026
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37831
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07736
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84849
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72706
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98434
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39272
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09627
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23167
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97448
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964409
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203878
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461537
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739508
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047767
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385573
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754368
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158522
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603311
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10946
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52129
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80065
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50285
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.795
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66585
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88392
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27233
Í(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94944
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0225
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72136
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944576
(419.65, 13.77, 325.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182542
