¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
´(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1466
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60531
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10912
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55906
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98362
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54702
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16805
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6653
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71106
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75918
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80972
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8627
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91822
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97625
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03685
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10011
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16606
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23477
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30629
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38071
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45803
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53842
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61982
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69909
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78144
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.867
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95573
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660004
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012292
(397.03, 12.65, 328.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374578
