¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
û(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79622
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98803
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95439
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6894
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03386
(397.08, 14.12, 247.27) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 11.72254
(397.08, 14.12, 247.27) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 10.79308
(397.08, 14.12, 247.27) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 10.5859
(397.08, 14.12, 247.27) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 10.53135
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.91068
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.062327
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.224281
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.397043
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.582481
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.782009
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997258
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.230119
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481819
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758135
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060155
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39159
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.757183
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777308
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244392
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765472
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36115
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03349
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.801
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63782
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71093
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88091
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87177
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60317
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01738
(397.08, 14.12, 247.27) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 12.1817
(397.08, 14.12, 247.27) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 11.75082
(397.08, 14.12, 247.27) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 10.6468
(397.08, 14.12, 247.27) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 10.59004
(397.08, 14.12, 247.27) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 10.53545
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.902438
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.053531
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.214751
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.386829
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.571511
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.770201
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984509
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21609
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466832
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741794
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042274
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.371938
Ÿ(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735069
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749794
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213792
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73131
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31388
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97979
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73951
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58203
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62201
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77606
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79165
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51544
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00216
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01162
(397.08, 14.12, 247.27) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 11.87938
(397.08, 14.12, 247.27) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 11.04532
(397.08, 14.12, 247.27) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 10.65258
(397.08, 14.12, 247.27) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 10.59577
(397.08, 14.12, 247.27) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 10.54816
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.894295
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.044841
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.205338
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.376746
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.560685
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758544
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.971928
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20218
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452044
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725675
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024637
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.351597
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.713264
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.115515
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183685
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696914
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26737
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92702
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67908
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52735
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53483
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67346
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71396
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43043
(397.08, 14.12, 247.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98813
