¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
”(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18308
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00994
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.69295
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 22.38829
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 23.25466
(391.41, 13.99, 250.54) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 23.7328
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 23.23935
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 22.10837
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.58072
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.494196
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.677268
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872204
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.082795
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.310746
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557466
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.824996
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.121164
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445365
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80101
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.194965
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215081
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720711
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30154
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95793
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72165
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64959
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68234
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89404
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41607
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00186
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83139
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.67326
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 21.35784
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 22.03942
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 22.22278
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 21.86248
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.83154
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.633
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.495177
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.678319
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.873755
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084215
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31228
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.559128
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826695
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.123021
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447399
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803535
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769906
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21727
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721654
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30261
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95911
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72823
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65726
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68422
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90481
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41872
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79031
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57442
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48529
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.71448
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.91569
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 21.0006
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.6897
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.68762
(391.41, 13.99, 250.54) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 23.93371
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.496186
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.679402
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.875354
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085673
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.313858
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.560837
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828431
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124916
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449479
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806107
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771961
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21956
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.722674
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30371
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96643
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73476
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6649
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68619
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91553
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41939
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6396
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16046
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29751
(391.41, 13.99, 250.54) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 23.10048
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.76215
(391.41, 13.99, 250.54) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.75389
(391.41, 13.99, 250.54) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 22.83053
(391.41, 13.99, 250.54) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 23.04328
(391.41, 13.99, 250.54) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 23.60176
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.497228
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680519
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.877
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087172
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315477
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.562593
¨(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830202
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.126853
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451602
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368976
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774155
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222014
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723737
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30555
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97411
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74133
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67255
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68834
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9263
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31187
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52314
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79182
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11442
(391.41, 13.99, 250.54) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 22.77982
(391.41, 13.99, 250.54) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 22.55192
(391.41, 13.99, 250.54) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 22.48075
(391.41, 13.99, 250.54) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 22.53544
(391.41, 13.99, 250.54) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 22.74341
(391.41, 13.99, 250.54) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 23.28224
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.498297
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.681666
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878594
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.088708
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317136
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564391
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.832132
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128829
(391.41, 13.99, 250.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453769
