¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49227
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65831
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7809
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90799
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0398
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17653
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31837
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46562
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61849
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77727
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94226
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11378
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29216
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48325
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69252
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91085
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13887
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44005
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5005
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726075
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968914
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231072
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51486
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823093
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153003
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45365
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77869
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131125
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514519
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83389
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13271
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4518
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71615
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84023
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96885
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10229
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24063
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38425
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53329
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68809
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84887
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01594
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18966
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37967
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58358
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79627
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01823
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25009
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52133
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494394
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719464
‡(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961805
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22339
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506569
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814053
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149083
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460533
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786099
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139168
(426.77, 9.90, 361.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520941
