¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07263
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22208
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3776
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53954
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95922
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42602
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93076
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47095
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886172
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078301
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251532
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434619
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628337
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833645
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068774
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351127
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65529
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834333
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927513
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02404
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124091
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227724
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33518
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446585
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562123
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681985
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811938
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.950811
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09519
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24533
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4016
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58843
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02196
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49425
(439.70, 14.86, 252.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9979
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.730685
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.911499
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102775
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314583
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54396
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791685
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059253
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343916
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65372
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978769
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324244
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702323
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105344
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482798
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9062
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41026
Ì(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06175
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82647
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63707
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46046
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.21172
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.18418
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.15914
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.13658
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.11649
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.09885
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.08365
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.07087
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.06051
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.05255
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.047
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.732101
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913548
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105021
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.318252
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547939
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795982
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058986
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343627
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653392
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980662
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326289
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704545
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099297
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476311
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.893495
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39619
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05471
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81844
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57745
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39274
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94829
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.25922
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.23403
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.21134
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.19111
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.17336
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.15804
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.14517
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.13472
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.1267
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.12108
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73354
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91571
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.108505
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321987
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55198
Æ(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796372
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058819
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343432
(439.87, 14.85, 253.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653158
