¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3503
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9988
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91375
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26182
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770936
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.025566
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305457
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608929
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.937729
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.305563
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.699724
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.135441
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.615147
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13188
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.709
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36198
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09983
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94261
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87562
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89065
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30684
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95332
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85855
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19345
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766492
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.020758
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.299765
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.602878
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.931118
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.297123
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.691364
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.125191
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.60427
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11977
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69542
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34619
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0816
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92172
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67949
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85397
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26324
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90791
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80345
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12526
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761986
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015888
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.29398
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.596743
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.924416
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.28854
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.68291
Õ(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.114809
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.593324
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10758
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68177
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3303
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06305
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90073
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66121
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81721
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21957
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8625
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74842
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05718
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757418
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010949
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.288105
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.590522
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.917624
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.279818
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.674368
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.104291
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.582313
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09532
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66804
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31433
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04467
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87962
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64285
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78032
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17579
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81718
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69351
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98927
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752788
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005943
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282139
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.584218
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.910738
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.270953
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.665732
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.093645
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.571237
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08299
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65423
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29828
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02643
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64608
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62442
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75644
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13195
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77193
Ğ(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63869
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92153
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.748099
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000874
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.276085
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577837
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.903768
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.261954
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.657016
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.083557
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.5601
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07059
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64035
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28214
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00811
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63002
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60593
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73489
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08805
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72674
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58398
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85399
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.743353
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.995744
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269947
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.571374
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.89671
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.252822
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.64821
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.073833
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.548904
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05813
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6264
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26593
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72436
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60319
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58737
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7133
(430.47, 15.09, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04404
