¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30469
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11408
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04117
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92687
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92636
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91194
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00802
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13912
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40596
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85535
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.325902
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.855424
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.4517
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02538
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67489
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34752
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05087
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82571
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61353
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12656
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04932
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93592
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9291
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91303
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00558
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13339
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3995
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82954
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.338894
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.870186
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.465257
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04069
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69232
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36034
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06539
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8379
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6273
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48678
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05749
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94508
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93457
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91449
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0011
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12838
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39386
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80589
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.35106
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.884621
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.478116
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05522
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70869
Ğ(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37254
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0792
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8496
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64054
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49626
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.39332
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95424
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93618
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91633
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99722
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12406
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38899
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78327
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.362398
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.902012
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.490275
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06896
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72406
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38413
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09231
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86084
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65324
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50542
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.40369
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31235
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93819
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91853
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.994
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12044
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38149
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77101
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.372896
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.918318
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.501722
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08191
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73852
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39507
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10471
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87158
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66539
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51427
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41368
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31597
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.288
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.27529
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99139
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1175
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36322
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76354
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382545
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.933528
Ò(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.512455
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09404
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75208
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40538
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11639
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88184
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67699
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52279
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42333
(401.16, 12.66, 330.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31959
