¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59498
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900512
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225142
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575833
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937832
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31661
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7271
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18685
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66768
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19362
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7712
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47862
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29977
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38289
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98216
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36872
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266253
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493738
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73864
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002514
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286333
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582191
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885198
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20862
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557981
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.923598
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30126
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7114
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17029
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65249
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17696
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75288
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46403
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27159
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35558
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92424
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92944
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257976
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484891
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727668
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989884
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272712
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569658
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870153
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19241
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54047
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909813
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28633
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69629
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15384
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63784
ˆ(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16095
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73664
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45004
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24656
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3287
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86668
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76974
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249794
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476164
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718338
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977904
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259277
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557222
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855392
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176523
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523299
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896414
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27188
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68165
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13788
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62378
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14555
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72128
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43671
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23151
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30218
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80944
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90324
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241755
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467568
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709129
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968046
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246249
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543756
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840925
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160927
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506454
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.880591
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25785
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66745
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12239
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61031
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1308
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70656
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41257
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21719
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27607
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75599
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55458
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233787
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459097
ƒ(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700047
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958325
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23578
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530546
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826729
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145633
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489919
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862707
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2443
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65372
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10741
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59738
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11666
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69248
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38659
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20179
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2504
(425.10, 9.60, 362.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70256
