¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87852
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43666
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0088
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58808
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08587
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485189
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813989
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174293
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6013
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079611
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615784
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21447
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04044
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04636
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27837
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69837
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31002
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83401
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38238
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96002
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52885
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0184
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48505
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813846
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174122
(337.29, 6.97, 311.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602985
