¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25033
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40876
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57279
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962412
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243382
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556179
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890378
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256789
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660262
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106603
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539617
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925724
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34605
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80524
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16147
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46602
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72758
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00161
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28899
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59064
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89558
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07612
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19047
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30889
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43145
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55838
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68976
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82571
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9665
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11225
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26309
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41927
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58099
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74595
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975343
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257425
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574031
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910406
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27882
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684575
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133594
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593197
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983954
(376.94, 9.65, 325.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40951
