¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357355
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.431151
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507535
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586675
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668535
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753304
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327021
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550787
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785787
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039406
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313823
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611674
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936089
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290648
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441874
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482092
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523982
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567561
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612894
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660001
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708946
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759329
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811179
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864999
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920811
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978661
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03864
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10075
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165143
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231849
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300915
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372425
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446473
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523158
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602499
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684655
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769706
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329747
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554056
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789329
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043177
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31793
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616151
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940959
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296009
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459582
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49966
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540926
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583907
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628592
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675085
·(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723393
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773533
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825571
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879591
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935606
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99367
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053885
(403.65, 12.85, 330.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116266
