¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
±(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089263
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396167
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734471
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.101727
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.515711
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.977895
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.496706
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08117
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74805
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53425
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49697
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79148
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68777
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32073
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.55605
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.810653
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.088014
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395353
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.733578
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.100632
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.514495
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.976993
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.495688
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08008
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75164
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53615
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50518
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80515
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86982
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319568
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.554795
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809434
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.086689
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.394433
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732239
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.099397
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.513126
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.975903
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.494465
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07876
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75471
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53769
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51279
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69652
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71565
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.318353
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.553482
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808146
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085288
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.393405
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.730452
¦(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098024
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.511605
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.974629
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.493034
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07721
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75572
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54023
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51979
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70773
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20006
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317082
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.552109
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806793
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083815
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392272
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.72857
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.096514
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.509932
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.973172
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.491401
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07542
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75641
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54565
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52698
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72189
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44611
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315756
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550677
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.805367
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.082535
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391033
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.726589
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.094865
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.508104
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.971531
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.489596
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0734
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75678
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55056
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53531
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73517
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4796
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.314376
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549185
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.803877
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081305
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.389688
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.724514
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.093081
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.506356
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.96971
›(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.487601
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07114
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75682
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55495
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54296
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74755
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.53038
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312943
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547637
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802318
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.079979
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388238
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722344
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.091158
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.50458
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.967707
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.4854
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06865
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75655
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55882
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54954
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75903
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5787
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311455
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54603
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800694
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.078556
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386682
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.720079
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.0891
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.502643
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.965522
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.482993
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06593
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75595
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56218
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55519
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7696
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6245
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.309913
(412.15, 12.94, 327.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544375
