¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49774
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20794
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.996677
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196898
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411967
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643491
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893471
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164128
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447562
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746784
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072348
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42557
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716873
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03044
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297741
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464377
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638499
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820684
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01144
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21124
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42081
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64076
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87187
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1139
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67347
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28021
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95553
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75524
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1726
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99757
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197896
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412996
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644646
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894701
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165421
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450515
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750002
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075824
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431581
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767673
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085102
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344816
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513242
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68936
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873598
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0665
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26866
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48073
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69816
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91424
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1409
¸(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78464
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40338
(407.75, 14.94, 310.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0928
