¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490767
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734853
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999086
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286033
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598683
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940607
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316079
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730173
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189115
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700497
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27777
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95734
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73499
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58006
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5267
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75479
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.52987
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.50047
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.47348
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.44889
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.42668
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.40683
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.38931
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.37414
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.36128
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.35073
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.34249
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.33654
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495445
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739868
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004542
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291968
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605155
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94774
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32392
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738811
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19874
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711245
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29231
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97389
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75407
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61328
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56523
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77988
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.81633
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.78636
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.75885
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.73379
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.71114
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.6909
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.67304
®(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.65756
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.64444
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.63368
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.62526
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.61918
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500011
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744854
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009915
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297835
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611569
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954752
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331642
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747383
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208254
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721893
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30663
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99026
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77285
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64648
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60371
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80469
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.11601
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.08545
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.05739
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.03182
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.00873
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.98807
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.96985
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.95406
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.94067
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.92968
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.92108
(336.45, 6.96, 313.88) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.91486
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504577
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749765
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015273
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303637
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617898
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961687
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339278
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755807
(336.45, 6.96, 313.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217644
