¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
´(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.842867
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3767
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980738
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88914
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41614
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99858
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381873
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612462
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855304
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114038
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391363
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692349
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020126
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37838
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786955
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313697
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909157
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98524
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5221
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11599
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380197
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611413
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84252
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09757
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373483
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672884
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998925
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355179
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746007
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251252
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838323
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08337
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63034
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23603
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378515
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60959
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82734
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081142
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355691
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653603
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977834
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332103
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720663
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189403
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768214
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42645
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74093
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35882
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376803
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607735
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81952
·(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06484
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337999
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634375
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956897
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30918
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695489
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128152
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698807
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34725
(394.84, 12.30, 327.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8539
