¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99345
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48005
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2868
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21181
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48054
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47129
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81707
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434754
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666381
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916437
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173563
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446076
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741289
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06216
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412079
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813626
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266823
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780715
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41382
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10664
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56095
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01066
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49879
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08198
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04031
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46238
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46395
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80794
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435277
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667005
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916479
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173441
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445924
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741143
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061973
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413744
(336.11, 7.48, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815928
