¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98977
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27533
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.166867
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.245193
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.32724
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.413147
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.503271
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.808679
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.16101
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.569971
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05027
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622294
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23452
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00109
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29128
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.172997
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.25164
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.333962
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.420147
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.510589
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.719488
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.058059
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.449843
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908381
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452184
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24408
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01204
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29355
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.17944
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.25833
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.34092
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.427458
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.518255
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.633195
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.958727
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.334306
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.772389
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28989
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25335
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34709
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29208
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.186138
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.265308
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.348202
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.435087
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.526211
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.621806
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.86278
(388.26, 13.86, 309.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.22307
