¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663729
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884733
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06154
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24771
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758148
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401277
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01088
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45741
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94742
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57565
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42149
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43911
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45619
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31705
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46517
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47242
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917525
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074682
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241421
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418531
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606984
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807914
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052462
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332942
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637811
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85419
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02954
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21414
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579289
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194986
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763419
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41749
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90355
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47863
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31239
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29503
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34926
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20951
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3216
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57291
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909568
(412.04, 15.05, 308.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06629
