¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659338
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916145
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19294
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48858
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803905
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148243
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525642
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941158
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400658
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932535
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53044
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20675
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75404
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1012
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49764
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92291
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.813139
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002709
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20791
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428633
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666629
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924037
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196432
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496096
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812063
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157133
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535444
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951905
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412617
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944343
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54374
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2218
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75317
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12506
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52312
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95023
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817647
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008616
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214264
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43547
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674018
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927973
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200013
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50369
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820386
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166226
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545414
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962909
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424809
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956312
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55724
¹(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23714
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7767
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15009
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54993
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52358
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.82259
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014577
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220665
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442358
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679817
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93133
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203831
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511436
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828817
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175439
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555546
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974108
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437225
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968452
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57091
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25695
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80137
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17642
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57801
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.828212
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020619
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22715
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449339
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683024
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934819
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209029
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519309
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837381
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184838
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565868
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985469
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449805
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980765
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58482
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27938
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82717
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20395
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60745
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.833877
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026705
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233675
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452889
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686299
(399.30, 14.72, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938351
