¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Æ(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13529
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83939
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56327
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15924
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81678
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54575
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.57151
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.5181
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.46842
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.42244
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.38012
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.63221
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385897
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916029
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48153
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10344
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79918
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56788
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16432
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82238
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55199
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.52889
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.49822
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.47114
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.44761
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.42762
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.5027
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355585
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882072
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45265
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07089
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75829
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52483
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16922
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82781
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70328
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324761
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847492
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42318
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03769
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71681
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47759
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17394
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83304
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65317
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293435
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812431
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39312
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00389
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67483
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4298
¶(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1785
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83807
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60084
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261595
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776814
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35432
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96943
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63223
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38135
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18286
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06599
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54617
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229322
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740688
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3136
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93191
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58914
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33235
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17953
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58528
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48932
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196554
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704028
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27239
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8933
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54554
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28279
(380.08, 14.06, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12278
