¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.388836
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.952182
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63614
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96394
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71547
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56986
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5497
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66792
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94129
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91974
(336.12, 7.47, 351.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.53412
(336.12, 7.47, 351.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.51105
(336.12, 7.47, 351.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.49079
(336.12, 7.47, 351.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.60422
(336.12, 7.47, 351.23) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.83051
(336.12, 7.47, 351.23) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.81309
(336.12, 7.47, 351.23) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.79895
(336.12, 7.47, 351.23) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.78808
(336.12, 7.47, 351.23) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 21.78046
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241955
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.477915
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73603
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01752
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.324705
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.661212
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.031383
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.440464
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.891482
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.393739
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.957707
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62542
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96541
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7171
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57175
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55186
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67884
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95407
(336.12, 7.47, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83595
(336.12, 7.47, 351.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.51967
(336.12, 7.47, 351.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.49405
(336.12, 7.47, 351.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.47124
(336.12, 7.47, 351.23) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.60996
