¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
…(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25508
(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90889
(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43659
(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57994
(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72839
(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88213
(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0414
(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2064
(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42911
(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68943
(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8936
(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10552
(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32574
(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49507
(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703416
(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926612
(349.22, 8.97, 314.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166286
